source_id,legacy_work_key,original_path,original_sha1,bytes,lines,file_type,parse_status,file_intent,major_roles,split_required,split_reason,mapped_current_path,mapping_method,mapped_current_role,final_disposition,final_primary_path,final_role,rationale,archived_source_path,source_storage_policy,split_coverage_status,split_mapping_sha1
LS-WS-0011,C11,audit/_artifacts/c11-exit-model-contract-audit.json,E00E9BA960E50CE1E32ABA717BDFBD1EC0BE54A4,6582,169,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c11-exit-model-contract-audit.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c11-exit-model-contract-audit.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0011.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0012,C12,audit/_artifacts/c12-exit-model-redesign-contract.json,B3575122DB69A0CA8EAD4D3C78B328687C2CC894,8383,173,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c12-exit-model-redesign-contract.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c12-exit-model-redesign-contract.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0012.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0013,C13,audit/_artifacts/c13-exit-axis-support-audit.json,11548827E3DD8249BBE3FDAA2F545816A01FA31C,4704,108,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c13-exit-axis-support-audit.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c13-exit-axis-support-audit.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0013.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0014,C14,audit/_artifacts/c14-forensic-summary.csv,CC48BAD6BC21CE4014211960F53A04203C50FAB5,5015,14,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c14-forensic-summary.csv,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c14-forensic-summary.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0014.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0015,C14,audit/_artifacts/c14-is-run-1.json,04AA2A2A1B1D4F7AAB614743617D6FBCADC1AA43,100558,2232,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c14-is-run-1.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c14-is-run-1.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0015.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0016,C14,audit/_artifacts/c14-is-run-2.json,04AA2A2A1B1D4F7AAB614743617D6FBCADC1AA43,100558,2232,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c14-is-run-2.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c14-is-run-2.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0016.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0017,C15,audit/_artifacts/c15-final-evidence-summary.json,208304F0648207CED7EC3C7392C2904B881E2C05,3217,100,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-final-evidence-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-final-evidence-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0017.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0018,C15,audit/_artifacts/c15-fix4-param-summary.csv,D1C3D3835D55B38CBB99C500C0EC5AC3F87E93AB,2202,14,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-fix4-param-summary.csv,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-fix4-param-summary.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0018.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0019,C15,audit/_artifacts/c15-root-cause-cross-catalog-summary.csv,E195248C3DBDD65F384C0816DDC5822D1DCFE716,3338,10,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-root-cause-cross-catalog-summary.csv,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-root-cause-cross-catalog-summary.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0019.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0020,C15,audit/_artifacts/c15-root-cause-decision-supersession-note.json,EFD5D209FE864C1A1AB108A2E387C69CB93AAA0A,507,11,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-root-cause-decision-supersession-note.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-root-cause-decision-supersession-note.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0020.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0021,C15,audit/_artifacts/c15-root-cause-decision.json,B4B7FB82BB4C23112ABA7E128C8BA8BA58C0B397,5189,141,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-root-cause-decision.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-root-cause-decision.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0021.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0022,C15,audit/_artifacts/c15-root-cause-param-metrics.csv,D42EFFF3261EF2B4CDC3F45EC71CD84E390FC362,29594,86,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c15-root-cause-param-metrics.csv,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c15-root-cause-param-metrics.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0022.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0023,C16,audit/_artifacts/c16-source-implementation-summary.json,8EA1F09C250074C3EE97D9C6BEF3D92EE433230A,10155,284,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c16-source-implementation-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c16-source-implementation-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0023.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0024,C17,audit/_artifacts/c17-drilldown-summary.csv,C58B91D222139F5205E439DE1C2AFB02CABA6721,10185,14,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c17-drilldown-summary.csv,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c17-drilldown-summary.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0024.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0025,C17,audit/_artifacts/c17-final-evidence-summary.json,E05A091686595D4E6AE59ED3782C3A8DD7800608,2285,62,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c17-final-evidence-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c17-final-evidence-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0025.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0026,C17,audit/_artifacts/c17-is-run-1.json,619129A326B38B304543F6AFAFFF3D77C5A1B40D,98930,2126,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c17-is-run-1.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c17-is-run-1.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0026.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0027,C17,audit/_artifacts/c17-source-implementation-summary.json,F17435757B3B3D91F5C8FFCEC61D43E527F0CFC9,4350,99,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c17-source-implementation-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c17-source-implementation-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0027.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0028,C171,audit/_artifacts/c171-final-bounded-remediation-catalog-decision.json,90B18E7B93F497D7E193C52E18D2CAD539015280,8591,198,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c171-final-bounded-remediation-catalog-decision.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c171-final-bounded-remediation-catalog-decision.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0028.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0029,C171,audit/_artifacts/c171-final-failed-not-ready-closure-decision.json,CDAAA8271EBDF6711B6A3CFBD6732E1A6A70992B,6442,148,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c171-final-failed-not-ready-closure-decision.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c171-final-failed-not-ready-closure-decision.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0029.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0030,C171,audit/_artifacts/c171-immutable-draft-paramset-candidate-design.json,FF838AC3C91F8681D4659094843B9DDD3C0973F3,14172,365,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c171-immutable-draft-paramset-candidate-design.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c171-immutable-draft-paramset-candidate-design.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0030.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0031,C171,audit/_artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv,C6DA4189141F181F23ECF5C3F14FE966C78295C5,1532,7,csv,CSV_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c171-immutable-draft-paramset-candidate-proxy-metrics.csv,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0031.csv,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0032,C171+C01,audit/_artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json,452443E74B9DBD3A7C63B49DD925109BFA9AB87C,5263,135,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c171-low-price-execution-quality-c01-draft-catalog-design.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0032.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0033,C18,audit/_artifacts/c18-final-diagnostic-evidence-summary.json,5A12A3B467A5968E904A7BC85DF81BC792F2E829,3622,129,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c18-final-diagnostic-evidence-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c18-final-diagnostic-evidence-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0033.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0034,C18,audit/_artifacts/c18-funnel-diagnostic-design-summary.json,F009952FE29773233037CBBFD35890285AB7D53C,3120,71,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c18-funnel-diagnostic-design-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c18-funnel-diagnostic-design-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0034.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0035,C19,audit/_artifacts/c19-final-diagnostic-result-summary.json,D49208672A7E4BA3869FA142AAE18DBC21A3CA13,4295,128,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-final-diagnostic-result-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-final-diagnostic-result-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0035.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0036,C19,audit/_artifacts/c19-quality-recovery-tahap-5b-source-summary.json,51895AF84FE563E03D8F1A2DD9B89F04E26CA096,1274,41,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-quality-recovery-tahap-5b-source-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-quality-recovery-tahap-5b-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0036.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0037,C19,audit/_artifacts/c19-quality-recovery-tahap-5c-source-summary.json,E5FCE3C523C391349C218CD88C1C9939A4974272,1400,37,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-quality-recovery-tahap-5c-source-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-quality-recovery-tahap-5c-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0037.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0038,C19,audit/_artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json,D0EA97A7A5E5F16DFD638BD4A544E419FF153A0E,1039,27,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-fastfix-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0038.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0039,C19,audit/_artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json,C2BB41F182D12255FBD70D03C6C425F2E58E2166,732,22,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-quality-recovery-tuning-diagnostic-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0039.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0040,C19,audit/_artifacts/c19-selection-model-redesign-analysis.json,F6D5CDD6175510DB0A9F78007FFEA44DA52C9E3B,4631,105,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c19-selection-model-redesign-analysis.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c19-selection-model-redesign-analysis.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0040.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0041,C20,audit/_artifacts/c20-final-diagnostic-result-summary.json,FC23117558533C7C299AFEF3AC5533B1CE5EBADF,3709,101,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c20-final-diagnostic-result-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c20-final-diagnostic-result-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0041.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0042,C20,audit/_artifacts/c20-regime-trade-date-diagnostic-source-summary.json,67C8FC9ED9D6179EA9D7AEE6CB85D0C311CEFC8B,4922,125,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c20-regime-trade-date-diagnostic-source-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c20-regime-trade-date-diagnostic-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0042.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0043,C21,audit/_artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json,A206E5004898745DEB877A22902B85A09BD535C2,4543,120,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c21-entry-exit-behavior-diagnostic-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0043.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0044,C21,audit/_artifacts/c21-final-diagnostic-result-summary.json,A206E5004898745DEB877A22902B85A09BD535C2,4543,120,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c21-final-diagnostic-result-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c21-final-diagnostic-result-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0044.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0045,C22,audit/_artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json,7AAAF18CFDBFDBB8360AEC3E7089A2A5FF78DCF3,2585,65,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json,MANIFEST_CHAIN,EVIDENCE,NORMALIZED,records/evidence/artifacts/c22-exit-capture-shadow-diagnostic-source-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0045.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
LS-WS-0046,C22,audit/_artifacts/c22-final-diagnostic-result-summary.json,0AC4CCC804207064D27F598AE91E9399938ADE85,5786,145,json,JSON_OK,EVIDENCE,EVIDENCE,NO,NOT_MARKDOWN,records/evidence/artifacts/c22-final-diagnostic-result-summary.json,EXACT_SHA,EVIDENCE,NORMALIZED,records/evidence/artifacts/c22-final-diagnostic-result-summary.json,EVIDENCE,PRIMARY_ROLE_PLACEMENT_RETAINED,records/history/original_sources/LS-WS-0046.json,RETAINED_UNSPLIT_OR_BUNDLE_SOURCE,NOT_APPLICABLE,
