source_id,legacy_work_key,original_path,exception_type,why_not_split
LS-WS-0053,,audit/AUDIT_UPDATE_GOVERNANCE.md,ORIGINAL_SOURCE_ALREADY_DERIVED_TO_CURRENT_AUTHORITY,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0101,C104,audit/WS_C104_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_HANDOFF_READINESS_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0102,C105,audit/WS_C105_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0103,C105,audit/WS_C105_WEEKLY_SWING_WATCHLIST_NON_LIVE_REHEARSAL_HANDOFF_FINALIZATION_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0104,C106,audit/WS_C106_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0110,C109,audit/WS_C109_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0113,C10,audit/WS_C10_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0120,C113,audit/WS_C113_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0124,C115,audit/WS_C115_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0126,C116,audit/WS_C116_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0128,C117,audit/WS_C117_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0130,C118,audit/WS_C118_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0132,C119,audit/WS_C119_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0135,C11,audit/WS_C11_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0136,C120,audit/WS_C120_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0138,C121,audit/WS_C121_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0142,C123,audit/WS_C123_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0144,C124,audit/WS_C124_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0150,C127,audit/WS_C127_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0152,C128,audit/WS_C128_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0154,C129,audit/WS_C129_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0158,C130,audit/WS_C130_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0160,C131,audit/WS_C131_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0162,C132,audit/WS_C132_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0164,C133,audit/WS_C133_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0166,C134,audit/WS_C134_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0168,C135,audit/WS_C135_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0170,C136,audit/WS_C136_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0172,C137,audit/WS_C137_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0174,C138,audit/WS_C138_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0176,C139,audit/WS_C139_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0179,C13,audit/WS_C13_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0180,C140,audit/WS_C140_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0182,C141,audit/WS_C141_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0184,C142,audit/WS_C142_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0186,C143,audit/WS_C143_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0188,C144,audit/WS_C144_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0190,C145,audit/WS_C145_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0192,C146,audit/WS_C146_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0194,C147,audit/WS_C147_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0196,C148,audit/WS_C148_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0198,C149,audit/WS_C149_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0202,C150,audit/WS_C150_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0204,C151,audit/WS_C151_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0206,C152,audit/WS_C152_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0208,C153,audit/WS_C153_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0210,C154,audit/WS_C154_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0212,C155,audit/WS_C155_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0214,C156,audit/WS_C156_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0216,C157,audit/WS_C157_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0243,C162,audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_COMPLETION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0246,C162,audit/WS_C162_HANDOFF_AUDIT_ARCHIVE_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0248,C162,audit/WS_C162_HANDOFF_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0249,C162,audit/WS_C162_HANDOFF_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0259,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_APPROVAL_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0260,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_EXECUTION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0261,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0262,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_OBSERVATION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0263,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_OBSERVATION_RESULT_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0264,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0265,C163,audit/WS_C163_POST_HANDOFF_ACTIVATION_READINESS_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0266,C163,audit/WS_C163_POST_HANDOFF_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0267,C163,audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_APPROVAL_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0269,C163,audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_GO_DECISION_FINALIZATION_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0272,C163,audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_OPERATOR_GO_NO_GO_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0273,C163,audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_READINESS_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0274,C163,audit/WS_C163_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_BOUNDARY_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0275,C164,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0276,C164,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_EXECUTION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0277,C164,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_GO_DECISION_FINALIZATION_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0278,C164,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_OPERATOR_GO_NO_GO_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0279,C164,audit/WS_C164_POST_HANDOFF_ACTIVATION_COMPLETION_RESULT_REVIEW_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0280,C164,audit/WS_C164_WEEKLY_SWING_WATCHLIST_PRODUCTION_LIVE_RUNTIME_PLAN_CONFIRM_COMPLETION_POST_HANDOFF_ACTIVATION_COMPLETION_BOUNDARY_REVIEW.md,ISSUED_DECISION_WITH_SUPPORTING_EVIDENCE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
LS-WS-0285,C165,audit/WS_C165_PLAN_CONFIRM_CONTROLLED_ROLLOUT_BOUNDARY_OPERATOR_VALIDATION_COMMANDS.md,OPERATOR_COMMAND_EVIDENCE_BUNDLE,Role audit resolves to one authoritative role/container role. Full original is immutable; section audit remains available; destructive split is unnecessary for current authority.
